,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS.1,Hit
Homoveratrumic acid,10.45073893,10.45073893,0.013537415,-0.86368528,0.788842787,9.571428571,196.202,184.106,196.0735589,76,0,1.285714286,1.928571429,2.428571429,2.164056718,2.948660593,332.8939251,10.55204176,8.111116056,8.111116056,6.668233758,4.097616467,4.097616467,2.759850927,2.759850927,1.803301384,1.803301384,1.165214129,1.165214129,-1.71,1324.402712,10.37136697,4.504872698,2.386614899,82.07401789,14.5802533,0,11.49902367,0,0,5.969305288,4.794537184,0,0,0,6.066367068,17.69618563,0,20.64041671,19.37479049,5.969305288,0,0,0,6.420821623,14.21959508,23.7625527,11.49902367,9.473725908,0,11.49902367,0,25.29542777,11.21535881,0,5.563451492,18.19910121,0,0,55.76,5.969305288,4.794537184,0,6.420821623,17.06247516,0,14.21959508,18.19910121,0,0,14.5802533,10.06427154,0,10.45073893,8.584938035,0.689953704,0.282508031,5.055092593,-0.013537415,0,3.052701247,0.3,14,1,4,0,0,0,1,0,1,3,1,4,4,0,0,0,1,1.3309,50.8858,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.571428571,FALSE
Maltitol,9.832316468,9.832316468,0.708486631,-1.852296863,0.202980399,37.17391304,344.313,320.121,344.1318616,138,0,0.826086957,1.391304348,1.869565217,2.566797859,2.885103447,340.9686272,17.73168633,12.15889171,12.15889171,10.77649333,6.998763883,6.998763883,5.2884112,5.2884112,3.623885184,3.623885184,2.164318849,2.164318849,-0.44,84219.20455,20.60432624,9.149997767,4.77568177,131.1229774,55.43247246,48.8317311,6.290026729,0,0,0,0,0,0,0,0,0,0,19.82064589,55.43247246,0,0,0,0,55.12175783,19.82064589,0,0,0,0,0,0,120.9011503,9.473725908,0,0,0,0,0,200.53,74.94240372,30.63916437,0,0,0,0,0,0,0,0,24.79330809,10.14540745,0,0,84.88510338,0,0,0,-15.07713761,-2.453373226,0,1,23,9,11,0,1,1,0,0,0,11,9,11,8,0,1,1,1,-5.7612,70.8322,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.17391304,FALSE
Sulfanilamide,10.6811319,10.6811319,0.075648148,-3.575138889,0.580550982,11.36363636,172.209,164.145,172.0306485,60,0,1.090909091,1.545454545,1.909090909,1.860763872,3.201515931,341.349962,8.483127663,5.688846487,6.505343067,4.999018566,2.883202079,4.429521557,2.114044862,3.67546792,1.208632553,2.137863786,0.657506159,1.172945985,-1.07,230.7347201,8.030704935,2.519290321,1.923970074,64.87196041,5.733667477,0,0,10.02329115,0,0,0,13.55677072,0,0,0,24.26546827,5.687386275,4.895483476,8.417796984,15.71067743,0,0,5.138973738,4.895483476,5.733667477,24.26546827,0,10.87264121,5.687386275,0,0,8.417796984,10.02329115,0,0,29.16095175,0,0,86.18,10.02329115,8.417796984,0,4.895483476,5.687386275,0,24.26546827,0,0,0,10.87264121,21.36226379,0,0.075648148,4.838240741,5.845791761,0,5.703194444,0,0,-3.575138889,0,11,4,4,0,0,0,1,0,1,3,2,5,1,0,0,0,1,-0.0838,42.2276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.36363636,FALSE
Pantethine,11.83452358,11.83452358,0.069906155,-1.366963681,0.067776519,13.44444444,554.732,512.396,554.2444063,210,0,0.638888889,0.972222222,1.277777778,2.836916311,3.742354089,651.5355999,27.77781011,21.46411248,23.09710564,16.77892864,11.69249449,14.18052836,9.524374614,12.22648928,5.193221066,7.601469356,2.433382429,4.246982283,-1.58,22599797.33,34.42,17.80226896,14.23319085,220.0716897,41.693264,12.20793278,0,23.62871892,0,0,19.17814874,0,0,0,49.28274475,0,61.35635702,13.21376393,39.60425832,45.21651487,0,21.26715442,10.82998094,52.74452482,50.89849677,0,0,21.26715442,0,0,21.58779595,107.161258,19.17814874,10.82998094,40.53659204,0,0,0,197.32,34.85227317,39.60425832,0,50.95927945,24.59522003,0,21.58779595,27.6949488,0,21.26715442,0,0,0,47.28493778,48.51653118,-1.935075227,-0.428315913,0,-2.594115053,6.589876315,3.066160914,0.818181818,36,8,12,0,0,0,0,0,0,10,8,14,19,0,0,0,0,-1.6284,139.936,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13.44444444,FALSE
Risedronic Acid,11.03603458,11.03603458,0.09875,-5.41005543,0.469630369,16.52941176,283.113,272.025,283.001075,96,0,1.176470588,1.705882353,2.058823529,2.153047382,3.20248055,456.2553939,13.31999096,8.410713203,10.19956758,7.578298262,4.303490261,7.528214196,3.400450156,7.409022201,2.097099424,5.842562468,1.152222368,3.286883625,-0.59,3100.38823,14.47093845,4.587687189,2.996590195,96.27798492,24.68017381,0,0,0,5.08322762,15.19152465,14.11407509,0,0,0,6.066367068,11.62981856,18.81450877,0,33.81027038,15.19152465,0,4.983978521,0,11.50404924,0,30.08987277,0,0,0,0,15.19152465,34.74737995,15.55091819,0,5.563451492,24.52642128,0,0,148.18,26.6955739,14.23662396,0,5.563451492,0,6.196843572,18.32957771,0,0,4.983978521,19.57364641,22.07206916,0,39.14429926,6.156185122,0.09875,0,2.748407817,1.62817728,0,-10.82011086,0.285714286,17,5,8,0,0,0,0,1,1,4,5,10,4,0,0,0,1,-0.3744,56.979,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.52941176,FALSE
Pralidoxime Chloride,8.200243764,8.200243764,0,0,0.213312552,9.545454545,172.615,163.543,172.0403406,60,0,1.545454545,2.272727273,2.818181818,1.943742041,1.00E-06,249.950819,7.397341225,6.106356605,6.862285551,4.842535255,2.964568442,2.964568442,1.980978232,1.980978232,1.285045636,1.285045636,0.729823879,0.729823879,-1.09,213.8116245,9.91,4.683614802,2.552591474,71.38759481,17.61428619,13.26227256,6.196843572,5.693927995,0,0,0,4.567099648,0,0,5.155712727,6.066367068,12.13273414,0,22.18138583,6.21460058,0,0,12.20338471,0,0,30.08987277,0,16.97413281,0,0,0,11.4218536,7.047671983,0,5.693927995,29.5516575,0,0,36.47,0,0,0,12.40703316,0,5.693927995,6.21460058,0,36.01071641,5.155712727,5.207253025,1.860833333,0,0,11.12116969,0.865740741,0,5.658182162,3.274814815,0,1.885925926,0.142857143,11,1,3,0,0,0,0,1,1,2,1,4,1,0,0,0,1,-2.6768,36.9985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.545454545,FALSE
Auranofin,11.39070591,11.39070591,0,-1.187862812,0.124500109,24.21875,678.491,644.219,678.132684,190,0,0.75,1.15625,1.5,2.660509301,0,598.109723,24.13746372,19.54638632,23.42377546,14.45803388,10.14746712,12.51623824,6.687159687,10.39078269,4.289838117,7.352476753,2.859562116,4.55434778,-0.63974026,2046942.646,33.53287808,17.78534078,13.16021767,212.1751206,36.31310392,18.81481474,12.20793278,0,0,46.25747118,19.17814874,0,0,7.921588092,20.7712116,23.92172845,27.6949488,0,65.24271353,44.42759839,0,0,0,78.31802432,25.09261205,0,0,0,0,0,7.921588092,78.82169712,77.87150268,0,48.4661604,0,0,0,114.43,53.72908507,19.17814874,0,28.98713199,7.921588092,20.7712116,25.40946728,0,0,20.7712116,36.31310392,25.67194429,5.110582011,45.04055093,0,-1.09202192,-2.619941788,0,-0.217875567,11.23484847,0.445987654,0.8,32,0,9,0,1,1,0,0,0,10,0,12,8,0,1,1,1,2.1419,117.864,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.21875,FALSE
Dimetridazole,10.17981481,10.17981481,0.025462963,-0.458333333,0.425481874,9.8,141.13,134.074,141.0538265,54,0,1.8,2.4,2.6,2.138589791,3.17379232,265.8568215,7.723614639,5.735487637,5.735487637,4.625897658,2.753663183,2.753663183,1.979738154,1.979738154,1.382972525,1.382972525,0.659750198,0.659750198,-1.39,192.4730811,6.726144019,2.091016225,0.853731638,57.45304296,10.11431827,6.196843572,5.824404498,0,0,5.817862778,0,9.551078169,0,0,0,4.923311049,6.9237372,7.047671983,4.923311049,5.817862778,0,9.551078169,7.047671983,6.9237372,0,22.13556634,0,0,5.817862778,0,0,14.47438922,7.047671983,17.03805547,5.824404498,6.196843572,0,0,60.96,4.923311049,10.11431827,0,5.817862778,5.824404498,0,10.76394322,13.97140918,0,4.983978521,0,1.430555556,0,13.48018519,10.17981481,0,0.670555556,0,1.24537037,1.715277778,1.611574074,0.4,10,0,5,0,0,0,0,1,1,4,0,5,1,0,0,0,1,0.63672,34.5994,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,FALSE
Dexamethasone acetate,17.01111206,17.01111206,0.095263369,-2.011545559,0.662116561,48.35483871,434.504,403.256,434.2104669,170,0,1.290322581,1.967741935,2.612903226,2.891439717,1.757846454,909.7455962,22.98276318,18.48237062,18.48237062,14.31907544,11.02303099,11.02303099,10.37129375,10.37129375,9.054172806,9.054172806,7.417710474,7.417710474,-1.86,5473275.635,22.33808755,6.817266256,2.652576806,181.0825034,14.94991774,5.601050811,18.05888673,5.783244946,0,5.969305288,14.38361155,4.390415048,0,0,25.49659904,56.594876,23.67162418,6.103966388,33.72394434,17.53579518,0,0,28.58369908,70.75201231,6.606881965,23.80116485,0,0,4.390415048,0,0,51.72950895,19.12047451,28.58369908,53.37823529,23.80116485,0,0,100.9,58.39900225,24.59666634,4.390415048,18.12197262,24.8355694,0,19.07577741,26.84723171,0,0,4.736862954,21.88193902,0,36.15771853,22.91008428,-5.326769918,-2.803526016,0,4.28785191,5.892702203,0,0.708333333,31,2,6,4,0,4,0,0,0,6,2,7,3,3,0,3,4,2.4665,109.4916,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.35483871,FALSE
Miconazole nitrate,8.361111111,8.361111111,0.286378338,-1.5,0.340681584,11.44827586,479.147,464.027,476.9816667,154,0,1.103448276,1.724137931,2.275862069,3.126002669,6.87E-07,950.28421,21.38854058,14.7131734,17.73688918,13.75692795,8.05435593,9.566213822,5.698524882,7.385796697,3.700343454,4.849713006,2.418770792,3.412008337,-2.03,2390304.193,23.25090775,11.23124342,7.717827837,186.012887,14.51121563,6.103966388,0,0,5.086619043,0,0,4.983978521,0,10.11431827,58.5364937,29.82891977,38.04767189,19.47895845,15.03073502,46.40375956,0,9.551078169,0,19.25560476,0,96.45096414,0,0,0,0,46.40375956,19.84495024,17.88850132,10.11431827,17.23086937,55.11920963,20.09053325,0,90.42,5.086619043,0,0,6.103966388,33.24217163,11.12690298,0,36.78963192,22.89667736,4.983978521,66.46219381,8.05492242,24.53900865,12.42620016,15.92707406,1.705218901,0,10.70103953,5.034549642,0.889764407,0,0.166666667,29,1,7,0,0,0,2,1,3,5,1,11,6,0,0,0,3,6.1071,111.4619,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44827586,FALSE
Doxorubicin hydrochloride,13.64305706,13.64305706,0,-2.240737143,0.227431563,29.1,579.986,549.746,579.1507385,216,0,1.15,1.825,2.45,2.904736534,3.70E-06,1383.265178,28.38602239,21.61838556,22.43488214,18.42777712,12.41180174,12.41180174,10.15993306,10.15993306,7.805280423,7.805280423,5.750258573,5.750258573,-3.1,374870204.1,29.8723557,10.70886851,4.453407114,234.2344903,45.47689331,29.45646828,17.85651662,5.783244946,0,0,14.38361155,0,0,12.40703316,12.13273414,12.99010427,41.99466017,42.11205118,54.12683739,29.756768,0,0,5.733667477,62.4310196,13.71667951,51.57981016,17.2485355,10.47053043,0,17.2485355,12.40703316,86.73990246,20.68908471,0,68.83913015,18.19910121,0,0,206.07,95.66900423,39.91624853,0,46.83117258,0,0,25.30889875,6.9237372,0,0,19.94425634,16.99221991,0,39.73908207,53.69213165,2.373741685,-3.774704748,3.63515612,-5.122799848,0.559654649,1.322185169,0.444444444,40,7,12,2,1,3,2,0,2,12,6,13,5,0,1,1,5,0.4231,139.0024,0,3,2,0,0,0,0,2,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,FALSE
Cloxacillin sodium monohydrate,12.98327712,12.98327712,0,-1.306471035,0.376210973,23.16129032,475.886,456.734,475.0580783,160,0,1.322580645,1.967741935,2.580645161,3.148303865,1.71E-06,1045.400491,21.08505748,17.26333329,20.83575882,13.63073484,8.86099907,10.11861635,7.472289937,9.650375203,5.16963909,7.070757906,3.816497905,5.662539037,-1.56,2912873.702,25.6984952,9.126190651,4.123187355,209.0006149,30.11704969,28.43334055,0,5.907179729,5.907179729,29.55728603,9.589074368,0,0,11.76188495,34.95670435,26.83757867,10.31047394,17.03377943,59.04671175,41.14648959,0,15.37336159,0,42.97578852,0,40.6118005,11.25737949,39.98060203,0,0,23.36282484,55.52100649,9.589074368,6.9237372,29.96571049,28.78856321,5.022633314,11.25737949,147.07,39.98824167,19.49013895,0,52.05110477,10.58608481,0,16.66179468,45.03667987,0,10.47345186,16.12403483,4.470791973,7.544808315,38.34654791,18.09339894,0.995762793,-2.011038468,5.016825018,0,5.070681293,0,0.368421053,31,3,9,0,2,2,1,1,2,7,1,12,4,0,2,2,4,-2.60668,107.653,1,0,0,0,0,1,0,0,1,1,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.16129032,FALSE
Nifedipine,12.34065665,12.34065665,0.127592593,-0.969675926,0.505505297,14.88,346.339,328.195,346.1164863,132,0,1.04,1.52,1.96,2.593266572,2.803490088,771.1110284,18.72325016,14.28345468,14.28345468,11.82780492,7.415124004,7.415124004,5.434451729,5.434451729,4.015435394,4.015435394,2.963980613,2.963980613,-3.16,291739.8961,18.18259495,7.163418786,3.232043294,143.8137017,14.79051451,0,0,0,5.687386275,11.93861058,10.11431827,9.589074368,0,0,18.19910121,13.8474744,23.02389719,36.20702124,23.98611132,17.62599685,0,5.316788604,0,19.76538045,14.21959508,62.48352572,0,5.316788604,5.687386275,0,0,31.08151671,19.06280028,10.11431827,25.32883194,46.80575596,0,0,107.77,22.77982767,19.70339264,0,22.39704683,11.39407863,0,32.41869629,19.91384147,0,5.316788604,9.473725908,9.655559335,0,35.57659006,14.39104041,1.191865079,-2.326983182,5.96895668,0,3.288860544,2.420777746,0.294117647,25,1,8,0,1,1,1,0,1,7,1,8,4,0,0,0,2,2.1756,88.4051,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,FALSE
Vincristine sulfate,15.32199407,15.32199407,0.155289363,-4.666666667,0.071708032,34.55384615,923.051,864.587,922.3670235,352,0,0.953846154,1.661538462,2.292307692,3.946889638,1.09E-06,2557.715731,47.06997438,37.40495446,38.22145104,30.75871933,21.95824655,23.35520996,18.55355529,19.44922216,15.50137301,15.50137301,13.36498668,13.36498668,-4.89,1.40672E+14,46.63308736,16.46300784,6.903676003,376.9388226,39.04439486,11.1645023,6.103966388,12.01114612,0,28.30691645,33.28893076,4.794537184,8.417796984,0,44.19861582,74.24722931,78.20125608,38.65967054,65.86195207,51.30732296,0,14.78379798,11.33289652,99.51587194,58.95308438,70.93452509,5.749511833,9.636772685,5.687386275,5.749511833,0,150.281085,61.03854074,11.33289652,75.25960218,48.55024262,0,10.90292493,245.77,73.94163752,24.59666634,4.794537184,12.33872767,99.49571454,16.46637642,33.15303955,6.066367068,50.26498289,20.85016505,36.47074855,55.27056539,0,66.13385203,26.25314033,-3.15055856,-2.06496128,9.973705238,5.832904069,8.161264679,-0.576578557,0.565217391,65,5,18,1,5,6,2,1,3,14,5,19,8,1,2,3,9,2.8647,234.7457,0,2,0,0,0,1,1,0,0,0,4,4,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.55384615,FALSE
Enoxacin Sesquihydrate,14.43240882,14.43240882,0,-1.328065193,0.186399941,14.20408163,694.693,654.373,694.2886313,268,0,0.693877551,1.020408163,1.306122449,3.056453035,3.21E-07,1802.391958,33.12022691,26.84709976,26.84709976,22.04815161,14.90477134,14.90477134,10.73016411,10.73016411,7.942494839,7.942494839,5.536557208,5.536557208,-5.08,15091517514,40.09611204,16.84187333,7.976557575,276.8809984,56.20922626,22.42125742,23.27016724,10.85758078,0,11.93861058,9.589074368,28.33786151,0,0,0,25.98020854,77.8412512,10.77244843,45.01153476,45.641139,0,29.73573355,0,26.93698721,62.15787071,67.7344211,0,31.29097745,20.41655565,0,0,110.0404485,13.08951281,11.63444168,34.56345175,34.11549565,0,22.06680287,269.42,34.43063304,27.95897883,0,49.96365248,50.56289288,38.31175976,12.39368714,9.134199296,23.64729386,20.60153425,10.21305479,31.98649046,0,59.17504412,24.59904011,-1.577100025,-3.479525133,2.195702948,2.52667454,9.907006312,0,0.4,49,10,17,0,2,2,0,4,4,12,4,19,6,0,2,2,6,-1.1475,178.1954,0,0,0,0,2,4,0,0,2,2,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,14.20408163,FALSE
Urea,9,9,0.833333333,-0.833333333,0.370507351,6,60.056,56.024,60.03236275,24,0,1.5,1.5,1.5,0.811278124,2.803039488,29.01955001,3.577350269,2.062948829,2.062948829,1.732050808,0.781474414,0.781474414,0.402368927,0.402368927,0,0,0,0,-0.73,3.245112498,3.27,0.710528634,0.173734284,23.58055452,11.46733495,0,0,0,0,6.031114512,0,4.794537184,0,0,0,0,0,0,4.794537184,6.031114512,0,0,11.46733495,0,0,0,0,11.46733495,4.794537184,0,0,6.031114512,0,0,0,0,0,0,69.11,6.031114512,0,0,0,0,0,0,0,0,11.46733495,4.794537184,0,0,9,0,8.5,0,-0.833333333,0,0,0,0,4,4,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,-0.9762,13.7708,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,FALSE
Ritodrine hydrochloride,10.23632118,10.23632118,0,-0.619983518,0.659389394,13.18181818,323.82,301.644,323.1288212,120,0,0.909090909,1.409090909,1.954545455,2.489935705,2.42E-06,557.1216629,15.24227621,12.43760533,13.25410191,10.05855065,7.043287548,7.043287548,5.195615993,5.195615993,3.524544503,3.524544503,2.178596429,2.178596429,-1.75,55615.20391,18.29938272,8.634226917,5.221335857,136.3988646,20.63637079,11.49902367,0,0,0,0,0,0,0,12.40703316,24.26546827,55.28168649,6.041840829,6.103966388,15.31958218,12.40703316,0,5.316788604,0,25.49036604,6.544756406,59.65783953,11.49902367,5.316788604,0,11.49902367,12.40703316,27.90617942,6.420821623,0,24.15460657,48.53093655,0,0,72.72,6.103966388,15.31958218,0,29.94789766,0,24.09248101,0,36.39820241,19.05647134,5.316788604,0,0,0,0,31.99104963,1.906533932,0.459927927,13.6073643,0.206323854,2.662133698,0,0.294117647,22,4,4,0,0,0,2,0,2,4,4,5,6,0,0,0,2,2.7738,89.5901,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18181818,FALSE
Butoconazole nitrate,8.361111111,8.361111111,0.32155376,-1.5,0.247130614,11.4137931,474.797,456.653,473.0134455,154,0,1.137931034,1.75862069,2.310344828,3.163916104,6.87E-07,884.5677603,21.22540387,15.11966598,18.2039494,13.84624435,8.489712258,10.50325849,5.953096064,8.514549315,3.845344505,6.345004085,2.557856291,4.525506766,-1.93,2751543.935,23.34992516,11.92352117,8.53391254,187.0841277,9.774352673,0,0,0,5.086619043,0,0,4.983978521,0,21.87620322,53.00192088,42.67056301,34.10649837,16.3725867,10.29387207,46.56470462,0,9.551078169,0,29.53182116,0,91.9312464,0,0,0,0,46.56470462,25.09488827,12.96557803,10.11431827,11.98427311,66.08106017,15.06789994,0,81.19,5.086619043,0,0,0,15.29520466,29.30451644,5.563451492,17.95872852,42.85599899,21.68381231,50.12439096,2.087577056,20.39359998,13.43048605,16.10876468,1.269339517,0,13.63190403,7.564629804,0.847032217,0,0.210526316,29,1,6,0,0,0,2,1,3,5,1,10,7,0,0,0,3,6.2893,116.8879,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.4137931,FALSE
